Product.Name;Well_ID_384;Row_ID_384;Col_ID_384;Target;Pathway;concentration;Library_ID
Nutlin3a;K21;K;21;TP53;NA;0,0016;8
Nutlin3a;F21;F;21;TP53;NA;1;8
Trametinib;B24;B;24;MAP2K1;NA;0,0016;8
Trametinib;E19;E;19;MAP2K1;NA;0,008;8
Trametinib;B20;B;20;MAP2K1;NA;1;8
Trametinib;P23;P;23;MAP2K1;NA;0,04;8
Trametinib;P09;P;9;MAP2K1;NA;0,2;8
Olaparib;C08;C;8;PARP1;NA;0,2;8
Olaparib;G21;G;21;PARP1;NA;1;8
Olaparib;D02;D;2;PARP1;NA;0,0016;8
Olaparib;I04;I;4;PARP1;NA;0,008;8
Olaparib;N09;N;9;PARP1;NA;0,04;8
pazopanib;B18;B;18;KDR;NA;0,2;8
pazopanib;H20;H;20;KDR;NA;0,008;8
pazopanib;E09;E;9;KDR;NA;0,04;8
pazopanib;H03;H;3;KDR;NA;0,0016;8
pazopanib;L09;L;9;KDR;NA;1;8
Regorafenib;D15;D;15;BRAF;NA;0,0016;8
Regorafenib;D06;D;6;BRAF;NA;0,04;8
Regorafenib;K02;K;2;BRAF;NA;0,2;8
Regorafenib;G18;G;18;BRAF;NA;0,008;8
Regorafenib;I15;I;15;BRAF;NA;1;8
ruxolitinib;J09;J;9;JAK2;NA;0,008;8
ruxolitinib;I03;I;3;JAK2;NA;0,0016;8
ruxolitinib;M15;M;15;JAK2;NA;1;8
ruxolitinib;A22;A;22;JAK2;NA;0,04;8
ruxolitinib;O09;O;9;JAK2;NA;0,2;8
sonidegib;B04;B;4;SMO;NA;0,2;8
sonidegib;B09;B;9;SMO;NA;0,0016;8
sonidegib;P03;P;3;SMO;NA;1;8
sonidegib;N04;N;4;SMO;NA;0,008;8
sonidegib;K10;K;10;SMO;NA;0,04;8
Sorafenib;D20;D;20;Raf;MAPK;0,008;8
Sorafenib;G17;G;17;Raf;MAPK;0,04;8
Sorafenib;D17;D;17;Raf;MAPK;0,0016;8
Sorafenib;J06;J;6;Raf;MAPK;0,2;8
Sorafenib;J07;J;7;Raf;MAPK;1;8
Vismodegib;K19;K;19;SMO;NA;0,0016;8
Vismodegib;G22;G;22;SMO;NA;0,04;8
Vismodegib;N24;N;24;SMO;NA;1;8
Vismodegib;N17;N;17;SMO;NA;0,2;8
Vismodegib;L01;L;1;SMO;NA;0,008;8
Vorinostat;B06;B;6;HDAC1;NA;0,0016;8
Vorinostat;L03;L;3;HDAC1;NA;1;8
Vorinostat;C07;C;7;HDAC1;NA;0,008;8
Vorinostat;P08;P;8;HDAC1;NA;0,04;8
Vorinostat;M10;M;10;HDAC1;NA;0,2;8
ALISERTIB;F13;F;13;AURKA;NA;0,04;8
ALISERTIB;J13;J;13;AURKA;NA;0,2;8
ALISERTIB;J20;J;20;AURKA;NA;1;8
ALISERTIB;A20;A;20;AURKA;NA;0,008;8
ALISERTIB;M21;M;21;AURKA;NA;0,0016;8
Dabrafenib with Trametinib;P01;P;1;NA;NA;0,008;8
Dabrafenib with Trametinib;N14;N;14;NA;NA;0,0016;8
Dabrafenib with Trametinib;I13;I;13;NA;NA;1;8
Dabrafenib with Trametinib;I11;I;11;NA;NA;0,2;8
Dabrafenib with Trametinib;A16;A;16;NA;NA;0,04;8
Vinblastin;M08;M;8;TUBB;NA;0,04;8
Vinblastin;N05;N;5;TUBB;NA;0,008;8
Vinblastin;A12;A;12;TUBB;NA;0,2;8
Vinblastin;A11;A;11;TUBB;NA;0,0016;8
Vinblastin;L08;L;8;TUBB;NA;1;8
Irinotecan mit 5-FU;B19;B;19;NA;NA;1;8
Irinotecan mit 5-FU;M14;M;14;NA;NA;0,04;8
Irinotecan mit 5-FU;M17;M;17;NA;NA;0,008;8
Irinotecan mit 5-FU;A13;A;13;NA;NA;0,0016;8
Irinotecan mit 5-FU;N07;N;7;NA;NA;0,2;8
MK-1775;L17;L;17;WEE1;NA;0,2;8
MK-1775;G13;G;13;WEE1;NA;0,008;8
MK-1775;O15;O;15;WEE1;NA;1;8
MK-1775;D14;D;14;WEE1;NA;0,04;8
MK-1775;E18;E;18;WEE1;NA;0,0016;8
Oxaliplatin mit 5-FU;L16;L;16;NA;NA;0,2;8
Oxaliplatin mit 5-FU;O10;O;10;NA;NA;0,008;8
Oxaliplatin mit 5-FU;D21;D;21;NA;NA;0,04;8
Oxaliplatin mit 5-FU;L05;L;5;NA;NA;1;8
Oxaliplatin mit 5-FU;J14;J;14;NA;NA;0,0016;8
PHENFORMIN;H08;H;8;PRKAA1;NA;0,008;8
PHENFORMIN;C19;C;19;PRKAA1;NA;0,04;8
PHENFORMIN;B17;B;17;PRKAA1;NA;0,0016;8
PHENFORMIN;N15;N;15;PRKAA1;NA;1;8
PHENFORMIN;L04;L;4;PRKAA1;NA;0,2;8
Trifluoridin/Tipiracil;B07;B;7;NA;NA;1;8
Trifluoridin/Tipiracil;P18;P;18;NA;NA;0,2;8
Trifluoridin/Tipiracil;I16;I;16;NA;NA;0,04;8
Trifluoridin/Tipiracil;P06;P;6;NA;NA;0,0016;8
Trifluoridin/Tipiracil;K04;K;4;NA;NA;0,008;8
Volasertib;K22;K;22;PLK1;NA;0,2;8
Volasertib;P02;P;2;PLK1;NA;1;8
Volasertib;N20;N;20;PLK1;NA;0,008;8
Volasertib;A05;A;5;PLK1;NA;0,04;8
Volasertib;I20;I;20;PLK1;NA;0,0016;8
VX-702;I07;I;7;p38 MAPK;MAPK;0,04;8
VX-702;N12;N;12;p38 MAPK;MAPK;0,008;8
VX-702;E24;E;24;p38 MAPK;MAPK;1;8
VX-702;P15;P;15;p38 MAPK;MAPK;0,0016;8
VX-702;D13;D;13;p38 MAPK;MAPK;0,2;8
Irinotecan mit 5-FU + Gefitinib;I19;I;19;NA;NA;0,2;8
Irinotecan mit 5-FU + Gefitinib;A04;A;4;NA;NA;0,008;8
Irinotecan mit 5-FU + Gefitinib;C02;C;2;NA;NA;0,04;8
Irinotecan mit 5-FU + Gefitinib;E03;E;3;NA;NA;0,0016;8
Irinotecan mit 5-FU + Gefitinib;M23;M;23;NA;NA;1;8
Oxaliplatin mit 5-FU + Gefitinib;B15;B;15;NA;NA;0,04;8
Oxaliplatin mit 5-FU + Gefitinib;D08;D;8;NA;NA;0,0016;8
Oxaliplatin mit 5-FU + Gefitinib;E04;E;4;NA;NA;0,2;8
Oxaliplatin mit 5-FU + Gefitinib;I18;I;18;NA;NA;1;8
Oxaliplatin mit 5-FU + Gefitinib;M05;M;5;NA;NA;0,008;8
Everolimus;C09;C;9;MTOR;NA;0,0016;8
Everolimus;B13;B;13;MTOR;NA;0,2;8
Everolimus;N02;N;2;MTOR;NA;0,04;8
Everolimus;L10;L;10;MTOR;NA;1;8
Everolimus;L11;L;11;MTOR;NA;0,008;8
Palbociclib;F24;F;24;CDK4;NA;0,2;8
Palbociclib;D09;D;9;CDK4;NA;1;8
Palbociclib;E23;E;23;CDK4;NA;0,008;8
Palbociclib;K14;K;14;CDK4;NA;0,04;8
Palbociclib;A10;A;10;CDK4;NA;0,0016;8
YM155;D18;D;18;BIRC5;NA;0,008;8
YM155;A14;A;14;BIRC5;NA;1;8
YM155;A03;A;3;BIRC5;NA;0,04;8
YM155;E02;E;2;BIRC5;NA;0,2;8
YM155;L20;L;20;BIRC5;NA;0,0016;8
Staurosporine_500nM;H14;H;14;NA;NA;1;8
Staurosporine_500nM;J19;J;19;NA;NA;0,04;8
Staurosporine_500nM;M16;M;16;NA;NA;0,2;8
Staurosporine_500nM;H05;H;5;NA;NA;0,0016;8
Staurosporine_500nM;L15;L;15;NA;NA;1;8
Staurosporine_500nM;O17;O;17;NA;NA;0,04;8
Staurosporine_500nM;O23;O;23;NA;NA;0,2;8
Staurosporine_500nM;M20;M;20;NA;NA;0,0016;8
Staurosporine_500nM;G09;G;9;NA;NA;1;8
Staurosporine_500nM;A09;A;9;NA;NA;0,04;8
Staurosporine_500nM;O03;O;3;NA;NA;0,2;8
Staurosporine_500nM;F09;F;9;NA;NA;0,0016;8
