Drug;Line;Pathway;Target;Enriched.Target;is.pathway.enriched;is.target.enriched
HS-173;D046T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
IMD 0354;D046T01;NF-_B;IKK;NA;FALSE;FALSE
INK 128 (MLN0128);D046T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
Irinotecan / SN-38__0.2;D046T01;NA;TOP1MT;NA;FALSE;FALSE
Irinotecan / SN-38__1.0;D046T01;NA;TOP1MT;NA;FALSE;FALSE
JNJ-7706621;D046T01;Cell Cycle;CDK, Aurora Kinase;NA;FALSE;FALSE
JNK Inhibitor IX;D046T01;MAPK;JNK;NA;FALSE;FALSE
JNK-IN-8;D046T01;MAPK;JNK;NA;FALSE;FALSE
KU-0063794;D046T01;PI3K/Akt/mTOR;mTOR;NA;TRUE;FALSE
KW-2449;D046T01;Angiogenesis;Flt, Bcr-Abl, Aurora Kinase;NA;FALSE;FALSE
KX2-391;D046T01;Angiogenesis;Src;NA;FALSE;FALSE
LDC000067;D046T01;Cell Cycle;CDK;NA;FALSE;FALSE
LDK378;D046T01;Protein Tyrosine Kinase;ALK;NA;FALSE;FALSE
LDN-214117;D046T01;TGF-beta/Smad;TGF-beta, Smad;NA;FALSE;FALSE
LY2090314;D046T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
LY2603618;D046T01;Cell Cycle;Chk;NA;FALSE;FALSE
LY2835219;D046T01;Cell Cycle;CDK;NA;FALSE;FALSE
LY3023414;D046T01;PI3K/Akt/mTOR;Akt;NA;TRUE;FALSE
MEK162 (ARRY-162, ARRY-438162);D046T01;MAPK;MEK;mek;TRUE;TRUE
Milciclib (PHA-848125);D046T01;Cell Cycle;CDK;cdk;FALSE;TRUE
MK-2206 2HCl;D046T01;Others;Akt;NA;FALSE;FALSE
Mubritinib (TAK 165);D046T01;Protein Tyrosine Kinase;HER2;NA;FALSE;FALSE
Nintedanib (BIBF 1120)_uncertain;D046T01;Protein Tyrosine Kinase;VEGFR, PDGFR, FGFR;NA;FALSE;FALSE
NVP-AEW541;D046T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
NVP-BHG712;D046T01;Protein Tyrosine Kinase;VEGFR, Src, Raf, Bcr-Abl;vegfr;FALSE;TRUE
OSI-027;D046T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
OSI-906 (Linsitinib);D046T01;Others;IGF-1R;NA;FALSE;FALSE
P276-00;D046T01;Cell Cycle;CDK;NA;FALSE;FALSE
Pacritinib (SB1518);D046T01;JAK/STAT;JAK;NA;FALSE;FALSE
PD0325901;D046T01;DNA Damage;MEK;NA;FALSE;FALSE
PD173955;D046T01;Angiogenesis;Bcr-Abl;bcr-abl;TRUE;TRUE
PD184352 (CI-1040);D046T01;MAPK;MEK;NA;FALSE;FALSE
PD318088;D046T01;MAPK;MEK;NA;FALSE;FALSE
PF-00562271;D046T01;Angiogenesis;FAK;NA;FALSE;FALSE
PF-3758309;D046T01;Cytoskeletal Signaling;PAK;NA;FALSE;FALSE
PF-431396;D046T01;Angiogenesis;FAK;NA;TRUE;FALSE
PF-4708671;D046T01;PI3K/Akt/mTOR;S6 Kinase;NA;FALSE;FALSE
PF-562271;D046T01;Angiogenesis;FAK;NA;FALSE;FALSE
PF-573228;D046T01;Angiogenesis;FAK;NA;TRUE;FALSE
PHA-767491;D046T01;Cell Cycle;CDK;cdk;FALSE;TRUE
PHA-793887;D046T01;Cell Cycle;CDK;cdk;FALSE;TRUE
PIK-93;D046T01;PI3K/Akt/mTOR;PI3K, VEGFR;vegfr;TRUE;TRUE
Pimasertib (AS-703026);D046T01;MAPK;MEK;NA;TRUE;FALSE
PP121;D046T01;Protein Tyrosine Kinase;DNA-PK, mTOR, PDGF;mtor;FALSE;TRUE
PP2;D046T01;Angiogenesis;Src;NA;TRUE;FALSE
PP242;D046T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
Quizartinib (AC220);D046T01;Angiogenesis;Flt;NA;TRUE;FALSE
R547;D046T01;Cell Cycle;CDK;cdk;TRUE;TRUE
RAF265 (CHIR-265);D046T01;MAPK;Raf, VEGFR;NA;TRUE;FALSE
Refametinib (RDEA119, Bay 86-9766);D046T01;Others;MEK;NA;FALSE;FALSE
Rigosertib (ON-01910);D046T01;Cell Cycle;PLK;NA;FALSE;FALSE
Ro 31-8220 Mesylate;D046T01;TGF-beta/Smad;PKC;NA;FALSE;FALSE
Ro3280;D046T01;Cell Cycle;PLK;NA;FALSE;FALSE
SC1;D046T01;MAPK;ERK;erk;FALSE;TRUE
Selumetinib (AZD6244);D046T01;MAPK;MEK;NA;TRUE;FALSE
SGI-7079;D046T01;Protein Tyrosine Kinase;VEGFR;NA;FALSE;FALSE
SNS-032 (BMS-387032);D046T01;Others;CDK;cdk;FALSE;TRUE
SNS-314 Mesylate;D046T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
Sorafenib;D046T01;MAPK;Raf;NA;FALSE;FALSE
Sotrastaurin;D046T01;TGF-beta/Smad;PKC;pkc;TRUE;TRUE
Staurosporine_500nM;D046T01;NA;NA;NA;FALSE;FALSE
TAE226 (NVP-TAE226);D046T01;Angiogenesis;FAK;NA;FALSE;FALSE
TAK-632;D046T01;MAPK;Raf;NA;FALSE;FALSE
TAK-733;D046T01;MAPK;MEK;NA;FALSE;FALSE
TAK-901;D046T01;Cell Cycle;Aurora Kinase;aurora kinase;FALSE;TRUE
Tepotinib (EMD 1214063);D046T01;Protein Tyrosine Kinase;c-Met;NA;FALSE;FALSE
TG101209;D046T01;JAK/STAT;Flt, JAK, c-RET;NA;FALSE;FALSE
TG101348 (SAR302503);D046T01;JAK/STAT;JAK;NA;FALSE;FALSE
Tivantinib (ARQ 197);D046T01;Protein Tyrosine Kinase;c-Met;c-met;FALSE;TRUE
Torin 2;D046T01;PI3K/Akt/mTOR;mTOR;mtor;FALSE;TRUE
Trametinib (GSK1120212);D046T01;MAPK;MEK;mek;TRUE;TRUE
Triciribine;D046T01;Others;Akt;NA;FALSE;FALSE
Tyrphostin 9;D046T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
Ulixertinib (BVD-523, VRT752271);D046T01;MAPK;ERK;erk;FALSE;TRUE
Uprosertib (GSK2141795);D046T01;PI3K/Akt/mTOR;Akt;akt;FALSE;TRUE
VE-822;D046T01;PI3K/Akt/mTOR;ATM, ATR;NA;FALSE;FALSE
VPS34-IN1;D046T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
VS-5584 (SB2343);D046T01;PI3K/Akt/mTOR;PI3K;pi3k;TRUE;TRUE
VX-11e;D046T01;MAPK;ERK;erk;FALSE;TRUE
VX-680 (Tozasertib, MK-0457);D046T01;Endocrinology & Hormones;Aurora Kinase;aurora kinase;FALSE;TRUE
WAY-600;D046T01;PI3K/Akt/mTOR;mTOR;NA;TRUE;FALSE
Wnt agonist 1;D046T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
WYE-125132 (WYE-132);D046T01;PI3K/Akt/mTOR;mTOR;mtor;FALSE;TRUE
XMD8-92;D046T01;MAPK;ERK;erk;FALSE;TRUE
YM201636;D046T01;PI3K/Akt/mTOR;PI3K;pi3k;TRUE;TRUE
